ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
97703,Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,26.0,163.0,55.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 10 kilometres Pursuit,Gold
97703,Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,26.0,163.0,55.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
97703,Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,34.0,163.0,55.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
98407,Ville Antti Rikknen,M,25.0,179.0,72.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
99480,Yevgeny Leonidovich Redkin,M,22.0,184.0,81.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,Gold
99844,Ernst Reiter,M,21.0,183.0,78.0,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
99844,Ernst Reiter,M,25.0,183.0,78.0,West Germany,FRG,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
100302,Anfisa Anatolyevna Reztsova (Romanova-),F,27.0,162.0,55.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
100302,Anfisa Anatolyevna Reztsova (Romanova-),F,27.0,162.0,55.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Bronze
100302,Anfisa Anatolyevna Reztsova (Romanova-),F,29.0,162.0,55.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
101263,Julien Robert,M,27.0,186.0,78.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
101263,Julien Robert,M,31.0,186.0,78.0,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
101911,Frank-Peter Roetsch,M,19.0,175.0,70.0,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 20 kilometres,Silver
101911,Frank-Peter Roetsch,M,23.0,175.0,70.0,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
101911,Frank-Peter Roetsch,M,23.0,175.0,70.0,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 20 kilometres,Gold
102260,Yana Sergeyevna Romanova,F,30.0,166.0,61.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
102280,Olga Vladimirovna Romasko,F,29.0,168.0,60.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
102471,Mauri Uolevi Rppnen,M,26.0,176.0,71.0,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
102541,Michael Rsch,M,22.0,184.0,78.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
102815,Pavel Aleksandrovich Rostovtsev,M,34.0,187.0,80.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
104225,Rinnat Ibragimovich Safin,M,31.0,170.0,68.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
104411,Esko Raimo Saira,M,33.0,176.0,68.0,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
104411,Esko Raimo Saira,M,37.0,176.0,68.0,Finland,FIN,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
104824,Algimantas alna,M,24.0,181.0,75.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
106721,Simon Schempp,M,25.0,178.0,68.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
108540,"Valentyna Oleksandrivna ""Valj"" Semerenko",F,28.0,161.0,54.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
108541,"Viktoriya Oleksandrivna ""Vita"" Semerenko",F,28.0,162.0,58.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
108541,"Viktoriya Oleksandrivna ""Vita"" Semerenko",F,28.0,162.0,58.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
108598,Peter Sendel,M,25.0,180.0,73.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
108598,Peter Sendel,M,29.0,180.0,73.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
109863,Anton Vladimirovich Shipulin,M,22.0,185.0,82.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
109863,Anton Vladimirovich Shipulin,M,26.0,185.0,82.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
110077,Yekaterina Yevgenyevna Shumilova,F,27.0,173.0,57.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
110415,Tomasz Wacaw Sikora,M,32.0,182.0,75.0,Poland,POL,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 15 kilometres Mass Start,Silver
110419,Annette Sikveland,F,25.0,177.0,62.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
111598,Nadezhda Valeryevna Skardino,F,28.0,160.0,49.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,Bronze
111676,Ann Elen Skjelbreid,F,26.0,171.0,58.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
111676,Ann Elen Skjelbreid,F,30.0,171.0,58.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
111677,Liv Grete Skjelbreid-Poire,F,23.0,167.0,58.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
111677,Liv Grete Skjelbreid-Poire,F,27.0,167.0,58.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,Silver
111677,Liv Grete Skjelbreid-Poire,F,27.0,167.0,58.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
111937,Svetlana Yuryevna Sleptsova,F,23.0,162.0,54.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
112869,Magnar Solberg,M,31.0,180.0,68.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 20 kilometres,Gold
112869,Magnar Solberg,M,31.0,180.0,68.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
112869,Magnar Solberg,M,34.0,180.0,68.0,Norway,NOR,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 20 kilometres,Gold
113417,Gabriela Soukalov (-Koukalov),F,24.0,170.0,62.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
113417,Gabriela Soukalov (-Koukalov),F,24.0,170.0,62.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Silver
113421,Jaroslav Soukup,M,31.0,183.0,66.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
113421,Jaroslav Soukup,M,31.0,183.0,66.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
113544,Kjell Sbak,M,26.0,192.0,80.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
113727,Dieter Speer,M,29.0,176.0,68.0,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
114834,Jens Steinigen,M,25.0,187.0,80.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
116413,Christoph Sumann,M,34.0,182.0,80.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Silver
116413,Christoph Sumann,M,34.0,182.0,80.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
116413,Christoph Sumann,M,38.0,182.0,80.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
116762,Taisto Juhani Suutarinen,M,28.0,164.0,61.5,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
116762,Taisto Juhani Suutarinen,M,32.0,164.0,61.5,Finland,FIN,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
116916,Emil Hegle Svendsen,M,24.0,185.0,77.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
116916,Emil Hegle Svendsen,M,24.0,185.0,77.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,Gold
116916,Emil Hegle Svendsen,M,24.0,185.0,77.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
116916,Emil Hegle Svendsen,M,28.0,185.0,77.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Gold
116916,Emil Hegle Svendsen,M,28.0,185.0,77.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,Gold
118079,Nadezhda Aleksandrovna Talanova,F,26.0,160.0,58.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
118599,Sergey Petrovich Tarasov,M,28.0,176.0,70.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
118599,Sergey Petrovich Tarasov,M,28.0,176.0,70.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 20 kilometres,Gold
118599,Sergey Petrovich Tarasov,M,28.0,176.0,70.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
118599,Sergey Petrovich Tarasov,M,32.0,176.0,70.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
118676,Gottlieb Taschler,M,26.0,174.0,70.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
120316,Aleksandr Ivanovich Tikhonov,M,21.0,173.0,66.0,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 20 kilometres,Silver
120316,Aleksandr Ivanovich Tikhonov,M,21.0,173.0,66.0,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
120316,Aleksandr Ivanovich Tikhonov,M,25.0,173.0,66.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
120316,Aleksandr Ivanovich Tikhonov,M,29.0,173.0,66.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
120316,Aleksandr Ivanovich Tikhonov,M,33.0,173.0,66.0,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
120580,Linda Tjrhom (-Grubben),F,22.0,178.0,69.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
122274,Valentyna Adamivna Tserbe-Nessina,F,25.0,161.0,53.0,Ukraine,UKR,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
122969,Antti Eerkki Tyrvinen,M,26.0,172.0,68.0,Finland,FIN,1960 Winter,1960,Winter,Squaw Valley,Biathlon,Biathlon Men's 20 kilometres,Silver
123254,Frank Ullrich,M,18.0,185.0,77.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
123254,Frank Ullrich,M,22.0,185.0,77.0,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
123254,Frank Ullrich,M,22.0,185.0,77.0,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 20 kilometres,Silver
123254,Frank Ullrich,M,22.0,185.0,77.0,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
123616,Yevgeny Romanovich Ustyugov,M,24.0,168.0,60.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Gold
123616,Yevgeny Romanovich Ustyugov,M,24.0,168.0,60.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
123616,Yevgeny Romanovich Ustyugov,M,28.0,168.0,60.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
125436,Dmitry Vladimirovich Vasilyev,M,21.0,185.0,82.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
125436,Dmitry Vladimirovich Vasilyev,M,25.0,185.0,82.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
126690,Olga Gennadyevna Vilukhina,F,25.0,172.0,65.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
126690,Olga Gennadyevna Vilukhina,F,25.0,172.0,65.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
126885,Veronika Vtkov,F,25.0,166.0,56.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
127185,Aleksey Anatolyevich Volkov,M,25.0,176.0,68.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
128223,Maria Magdalena Wallin-Forsberg,F,34.0,166.0,57.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
128223,Maria Magdalena Wallin-Forsberg,F,34.0,166.0,57.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,Bronze
129056,Ola Wrhaug,M,30.0,175.0,65.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
130253,Dorothea Wierer,F,23.0,160.0,57.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
130368,Tord Erik Wiksten,M,20.0,184.0,79.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
130430,"Katarina ""Kati"" Wilhelm",F,25.0,173.0,60.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
130430,"Katarina ""Kati"" Wilhelm",F,25.0,173.0,60.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 10 kilometres Pursuit,Silver
130430,"Katarina ""Kati"" Wilhelm",F,25.0,173.0,60.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
130430,"Katarina ""Kati"" Wilhelm",F,29.0,173.0,60.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,Gold
130430,"Katarina ""Kati"" Wilhelm",F,29.0,173.0,60.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Silver
130430,"Katarina ""Kati"" Wilhelm",F,29.0,173.0,60.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
130430,"Katarina ""Kati"" Wilhelm",F,33.0,173.0,60.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
130959,Dominik Windisch,M,24.0,180.0,70.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
130998,"Gerhard ""Gerd"" Winkler",M,29.0,180.0,73.0,West Germany,FRG,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
132768,Liliya Mykolavna Yefremova (-Vaihina),F,28.0,151.0,49.0,Ukraine,UKR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
134154,Olga Alekseyevna Zaytseva (-Augustin),F,27.0,168.0,66.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
134154,Olga Alekseyevna Zaytseva (-Augustin),F,31.0,168.0,66.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Silver
134154,Olga Alekseyevna Zaytseva (-Augustin),F,31.0,168.0,66.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
134154,Olga Alekseyevna Zaytseva (-Augustin),F,35.0,168.0,66.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
134294,Martina Zellner (-Seidl),F,23.0,169.0,62.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
135059,Andreas Zingerle,M,26.0,169.0,67.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
772,"Michael B. ""Mike"" Adam",M,24.0,175.0,95.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Gold
840,"Victoria ""Vicki"" Adams",F,24.0,164.0,69.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Bronze
4121,Dominic Andres,M,25.0,179.0,74.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold
4161,Scott Andrews,M,24.0,175.0,85.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Silver
7075,Glenys Bakker,F,43.0,170.0,73.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Bronze
8235,"Corinne ""Cori"" Bartel (-Morris)",F,38.0,165.0,58.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
8295,"Donald Brian ""Don"" Bartlett",M,41.0,185.0,84.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
9334,Binia Beeli (-Feltscher),F,27.0,175.0,62.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Silver
10680,Cheryl Bernard (Kullman-),F,43.0,163.0,55.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
10930,Christina Bertrup,F,37.0,175.0,66.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Silver
11047,"Janice ""Jan"" Betker",F,37.0,167.0,64.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Gold
11325,Laurence Bidaud (-Gradwohl),F,33.0,172.0,62.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Silver
11338,Jane Bidstrup,F,42.0,171.0,72.0,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Silver
25358,Carolyn Darbyshire-McRory,F,46.0,168.0,61.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
25537,Flemming Davanger,M,38.0,183.0,68.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold
30122,Greg Drummond,M,25.0,171.0,63.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Silver
31279,Luzia Ebnther,F,30.0,164.0,69.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Silver
31411,Johan Niklas Edin,M,28.0,171.0,80.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Bronze
31595,Markus Eggler,M,33.0,179.0,89.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Bronze
31595,Markus Eggler,M,41.0,179.0,89.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Bronze
32720,Adam Enright,M,26.0,178.0,79.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Gold
34640,"Peter Thomas ""Pete"" Fenson",M,37.0,182.0,75.0,United States,USA,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Bronze
36226,Atina Ford (Johnston-),F,26.0,160.0,68.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Gold
37014,Tanya Frei (Zrcher-),F,29.0,166.0,59.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Silver
37371,Ryan Fry,M,35.0,175.0,80.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Gold
41688,Michael Goodfellow,M,25.0,184.0,88.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Silver
42820,Damian Grichting,M,28.0,170.0,68.0,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Bronze
42987,Anthon Grimsmo,M,29.0,186.0,74.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Bronze
43511,Marcia Gudereit (Schiml-),F,32.0,165.0,68.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Gold
43924,Stig-Arne Gunnestad,M,35.0,187.0,78.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Bronze
44066,"Bradley Raymond ""Brad"" Gushue",M,25.0,183.0,77.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Gold
44084,Karin Elisabet Gustafson (Johansson-),F,33.0,164.0,59.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Bronze
45272,Claire Hamilton,F,25.0,170.0,63.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Bronze
46095,"Eric J. ""E.J."" Harnden",M,30.0,185.0,84.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Gold
46098,Ryan Harnden,M,27.0,183.0,91.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Gold
46177,"Michael ""Mike"" Harris",M,30.0,185.0,95.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Silver
46257,Richard Hart,M,29.0,185.0,86.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Silver
46675,Jan Hauser,M,25.0,187.0,80.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Bronze
47021,"Benjamin ""Ben"" Hebert",M,26.0,180.0,94.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Gold
49431,Dorthe Elisabeth Holm,F,25.0,169.0,65.0,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Silver
50330,"Russell W. ""Russ"" Howard",M,49.0,178.0,80.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,Gold
51140,Patrick Hrlimann,M,34.0,176.0,72.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold
53186,"Bradley ""Brad"" Jacobs",M,28.0,180.0,81.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Gold
54285,Sandra Jenkins (Rippel-),F,44.0,173.0,59.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Bronze
55680,Jennifer Judith Jones,F,39.0,173.0,63.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Gold
57732,George Karrys,M,30.0,180.0,82.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Silver
